,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
1,"
                  519 Taylor Ave,
                  ",Alameda,CA,94501,"$799,000",2,1,"1,031","3,270",37.772877,-122.28142
2,"
                  1802 Sakas St,
                  ",Alameda,CA,94501,"$1,250,000",4,3,"2,213","3,360",37.776018,-122.256718
3,"
                  419 Santa Clara Ave,
                  ",Alameda,CA,94501,"$549,000",1,1,604,"1,560",37.773674,-122.285099
4,"
                  1600 Broadway,
                  ",Alameda,CA,94501,"$648,000",3,1.5,"1,659","3,510",37.764738,-122.236906
5,"
                  1724 Broadway,
                  ",Alameda,CA,94501,"$1,095,000",3,2.5,"1,755","3,800",37.7666,-122.235358
6,"
                  1427 Mound St,
                  ",Alameda,CA,94501,"$1,395,000",5,2.5,"2,454","5,520",37.760674,-122.233741
7,"
                  2526 San Jose Ave,
                  ",Alameda,CA,94501,"$750,000",2,1,"1,256","4,000",37.758992,-122.242453
8,"
                  710 Grand St,
                  ",Alameda,CA,94501,"$1,995,000",4,3.5,"2,759","6,600",37.764503,-122.260644
9,"
                  416 Singleton Ave,
                  ",Alameda,CA,94501,"$1,198,000",4,3.5,"2,530","3,106",37.787239,-122.281996
10,"
                  1313 Eastshore Dr,
                  ",Alameda,CA,94501,"$1,250,000",3,2,"1,746","4,901",37.753513,-122.229511
11,"
                  3225 Bayo Vista Ave,
                  ",Alameda,CA,94501,"$1,449,000",4,1.5,"2,214","4,800",37.761835,-122.22624
12,"
                  359 Bryant Ave,
                  ",Alameda,CA,94501,"$1,388,000",5,4.5,"3,453","5,676",37.781265,-122.28574
13,"
                  2945 Marina Dr,
                  ",Alameda,CA,94501,"$1,795,000",3,3,"2,550",0.25,37.766749,-122.227664
14,"
                  381 Robert Louis Stevenson Ave,
                  ",Alameda,CA,94501,"$1,300,000",3,3,"2,805","3,840",37.783271,-122.284803
15,"
                  1301 Fernside Blvd,
                  ",Alameda,CA,94501,"$850,000",3,1,"1,086","4,131",37.754324,-122.230905
16,"
                  1614 Lea Ct,
                  ",Alameda,CA,94501,"$625,000",1,1,864,"2,552",37.768044,-122.243038
17,"
                  2394 Mariner Square Dr # B5,
                  ",Alameda,CA,94501,"$420,000",1,1,640,,37.789611,-122.276002
18,"
                  1237 Saint Charles St,
                  ",Alameda,CA,94501,"$1,300,000",3,2,"2,192","5,670",37.767849,-122.266376
19,"
                  2762 Grant Ln,
                  ",Alameda,CA,94501,"$1,249,000",3,3.5,"2,623","2,614",37.788728,-122.282236
20,"
                  2530 Buena Vista Ave,
                  ",Alameda,CA,94501,"$799,000",2,2,"1,102","2,970",37.76621,-122.236884
21,"
                  753 Taylor Ave,
                  ",Alameda,CA,94501,"$1,100,000",3,2,"1,569","5,100",37.772595,-122.274262
22,"
                  1244 Hawthorne St,
                  ",Alameda,CA,94501,"$1,350,000",4,3.5,"2,713","5,040",,
23,"
                  2756 Bette St,
                  ",Alameda,CA,94501,"$1,175,000",3,2.5,"2,111","2,655",37.788307,-122.282576
